Década,SUSANA,ANA,PATRICIA,MARIA
1970,0.027127499246458353,0.21909641983991426,0.13382899628252787,0.6199470846310995
1980,0.011385069099139262,0.2129556599567916,0.07019649531909057,0.7054627756249786
1990,0.0048973637595081795,0.17198082734187767,0.039804105449619674,0.7833177034489944
2000,0.0017039645575372031,0.1543791889128706,0.017266840849710325,0.8266500056798819
2010,0.00312256049960968,0.156128024980484,0.01092896174863388,0.8298204527712725
